airfoil,efficiency_alfa,efficiency_CL,efficiency_difference
goe386.dat,108.4965,68.8779,39.6186
goe309.dat,108.3109,63.7556,44.5553
goe300.dat,108.1979,77.7867,30.411200000000008
goe367.dat,106.4778,86.2575,20.22030000000001
goe144.dat,105.4915,84.3531,21.138400000000004
goe176.dat,105.2932,71.1412,34.152
goe318.dat,104.8543,92.6561,12.1982
goe155.dat,104.0702,81.8034,22.266800000000003
goe290.dat,103.3604,86.4872,16.873199999999997
goe403.dat,102.6799,104.7611,-2.0811999999999955
goe396.dat,102.4719,100.5447,1.9271999999999991
goe285.dat,102.3647,86.7182,15.646500000000003
goe140.dat,101.8148,71.1412,30.673600000000008
goe238.dat,101.4359,78.2553,23.1806
goe223.dat,100.3508,73.7252,26.625600000000006
goe174.dat,98.6267,76.504,22.122699999999995
goe165.dat,98.241,73.392,24.849000000000004
goe281.dat,97.2327,46.404,50.82869999999999
goe177.dat,94.7507,85.2387,9.512
goe380.dat,93.1133,82.9526,10.160699999999991
goe15k.dat,91.3995,77.14,14.259500000000003
goe240.dat,90.9703,81.8034,9.166899999999998
goe397.dat,90.5385,80.606,9.932500000000005
goe344.dat,90.1325,83.1651,6.967399999999998
goe280.dat,90.0969,624.5376,-534.4407
goe14k.dat,89.4216,88.0107,1.410899999999998
goe314.dat,89.337,74.146,15.191000000000003
goe282.dat,88.9878,76.4951,12.4927
goe392.dat,88.0423,114.756,-26.713700000000003
goe369.dat,86.6095,88.9752,-2.365700000000004
goe391.dat,83.0518,86.4176,-3.365799999999993
goe303.dat,82.9526,82.1137,0.8389000000000095
goe362.dat,79.8036,113.3541,-33.5505
goe404.dat,79.293,69.0243,10.26870000000001
goe336.dat,78.9999,77.4159,1.5840000000000032
goe401.dat,78.6101,77.14,1.4701000000000022
goe147.dat,77.9736,71.8495,6.1240999999999985
goe363.dat,77.7256,68.1552,9.570400000000006
goe235.dat,77.48,57.941,19.539
goe371.dat,76.9532,83.5932,-6.640000000000001
goe335.dat,75.7973,99.6195,-23.822199999999995
goe16k.dat,75.5458,64.6403,10.905500000000004
goe210.dat,74.885,95.7078,-20.8228
goe326.dat,73.1951,104.4243,-31.229200000000006
goe182.dat,73.1242,72.491,0.6332000000000022
goe325.dat,69.7767,70.0553,-0.2785999999999973
goe393.dat,67.598,81.0885,-13.490499999999997
goe178.dat,67.4789,74.8928,-7.413899999999998
goe372.dat,67.2295,105.524,-38.2945
goe276.dat,66.0035,71.8495,-5.846000000000004
goe368.dat,65.7667,75.5255,-9.758799999999994
goe229.dat,61.327,48.2914,13.035599999999995
goe143.dat,60.5732,95.6582,-35.084999999999994
goe310.dat,60.169,62.7038,-2.534800000000004
goe180.dat,57.549,101.9653,-44.4163
goe388.dat,50.1778,26.1083,24.069499999999998
goe286.dat,44.6457,70.8309,-26.185200000000002
goe376.dat,42.2106,43.6392,-1.428600000000003
goe374.dat,26.2547,463.9008,-437.6461
goe346.dat,25.6001,72.0088,-46.408699999999996
goe448.dat,177.9115,66.3452,111.56629999999998
goe07k.dat,170.112,120.9533,49.158699999999996
goe447.dat,167.1487,98.8998,68.24889999999999
goe441.dat,166.3461,94.7061,71.64
goe446.dat,162.5294,83.4857,79.04370000000002
goe405.dat,154.4493,88.8535,65.5958
goe08k.dat,153.3815,84.2176,69.16389999999998
goe426.dat,147.5157,94.6821,52.833600000000004
goe423.dat,141.9148,84.4481,57.46670000000002
goe413.dat,141.3748,81.5979,59.7769
goe06k.dat,141.2162,141.8164,-0.600200000000001
goe425.dat,141.1532,86.4872,54.666
goe412.dat,140.7194,92.1366,48.582800000000006
goe123.dat,139.4946,38.1784,101.31619999999998
goe428.dat,137.6503,103.923,33.727299999999985
goe12k.dat,134.3371,121.0422,13.294899999999998
goe414.dat,133.9572,92.1304,41.826800000000006
goe437.dat,132.9527,111.7933,21.15939999999999
goe431.dat,130.842,94.4081,36.43390000000001
goe430.dat,130.8229,84.2437,46.5792
goe406.dat,129.215,66.2099,63.0051
goe115.dat,127.4613,92.9212,34.540099999999995
goe433.dat,127.3898,83.9172,43.4726
goe449.dat,126.5046,90.3364,36.1682
goe434.dat,125.9667,74.5716,51.3951
goe440.dat,125.4364,115.7957,9.64070000000001
goe408.dat,124.4048,97.672,26.732799999999997
goe422.dat,123.0301,72.816,50.2141
goe418.dat,120.3419,75.5255,44.8164
goe101.dat,118.9155,106.8288,12.086699999999993
goe424.dat,117.7115,79.8916,37.819900000000004
goe436.dat,116.5556,92.5241,24.031499999999994
goe442.dat,116.0403,100.5447,15.495599999999996
goe438.dat,115.9808,95.5175,20.463300000000004
goe421.dat,114.6644,89.7471,24.917299999999997
goe419.dat,113.9355,113.7208,0.21470000000000766
goe456.dat,112.7973,123.015,-10.217699999999994
goe415.dat,112.1521,94.5443,17.607799999999997
gm15sm.dat,110.1859,104.7611,5.424800000000005
fxm2.dat,108.8228,223.9721,-115.14930000000001
goe450.dat,104.344,87.7728,16.57119999999999
goe420.dat,104.0572,77.6937,26.363499999999988
goe435.dat,103.7315,60.533,43.198499999999996
goe427.dat,102.5829,89.8367,12.746200000000002
fxs03182.dat,100.815,90.4623,10.352699999999999
geminism.dat,99.0382,91.8697,7.168500000000009
fxs21158.dat,98.8842,80.386,18.49820000000001
fx84w218.dat,98.5792,83.9172,14.662000000000006
goe09k.dat,98.3654,17.7665,80.59889999999999
goe121.dat,96.7162,73.7252,22.991
goe116.dat,91.1333,88.0107,3.1226000000000056
goe118.dat,90.6426,83.7606,6.882000000000005
glennmartin3.dat,83.5934,57.4287,26.164700000000003
goe117.dat,82.157,86.0003,-3.8432999999999993
goe11k.dat,81.6412,105.3531,-23.7119
glennmartin4.dat,80.4929,59.1547,21.338200000000008
goe100.dat,77.7578,77.7475,0.010300000000000864
glennmartin2.dat,74.4373,61.2754,13.161899999999996
goe407.dat,73.6761,76.3242,-2.6480999999999995
goe439.dat,73.437,110.8394,-37.4024
goe05k.dat,73.0782,33.2481,39.830099999999995
goe122.dat,72.0358,78.0424,-6.006600000000006
giiin.dat,71.8706,76.1453,-4.27470000000001
goe416a.dat,71.811,71.2192,0.5918000000000063
giiim.dat,71.4269,75.0022,-3.5752999999999986
giiil.dat,68.8864,72.816,-3.9296000000000078
giiik.dat,67.993,71.5329,-3.539900000000003
goe10k.dat,67.4305,43.0114,24.419099999999993
giiij.dat,66.5607,70.6767,-4.116
giiii.dat,64.2628,68.1552,-3.892399999999995
giiih.dat,61.8552,65.0821,-3.2268999999999934
fxs02196.dat,61.8107,44.4752,17.335499999999996
giiig.dat,60.3276,62.9989,-2.6713000000000022
goe432.dat,59.283,96.511,-37.227999999999994
giiie.dat,58.7468,63.616,-4.869199999999999
giiif.dat,58.679,63.2443,-4.565300000000001
giiid.dat,58.5117,63.7408,-5.2291000000000025
goe457.dat,57.759,101.0138,-43.2548
goe133.dat,57.1501,102.4478,-45.2977
giiic.dat,56.5952,63.616,-7.020800000000001
goe114.dat,55.2417,55.7655,-0.5238000000000014
giiib.dat,52.2719,66.0273,-13.755399999999995
fxl142k.dat,45.3937,60.4204,-15.026699999999998
goe410.dat,44.8919,64.2452,-19.353299999999997
fxlv152.dat,42.765,54.1266,-11.361600000000003
goe113.dat,38.1541,79.8553,-41.7012
goe409.dat,33.7661,48.8728,-15.106699999999996
goe411.dat,28.0982,38.5118,-10.413600000000002
goe429.dat,26.9228,61.5075,-34.5847
goe257.dat,26.6972,26.6972,0.0
goe443.dat,24.5148,13.6192,10.895600000000002
goe444.dat,18.3913,0.0017,18.3896
goe574.dat,721.1268,641.696,79.43079999999998
goe482.dat,175.6413,102.9381,72.7032
goe652.dat,162.1827,137.3154,24.8673
hq300gd2.dat,158.151,91.74,66.41100000000002
goe500.dat,154.8016,101.4874,53.314200000000014
goe529.dat,152.5423,88.2499,64.29240000000001
goe584.dat,149.9054,108.6152,41.290199999999984
goe528.dat,147.9584,82.7413,65.21710000000002
goe508.dat,147.6445,95.6582,51.9863
goe573.dat,147.3961,66.809,80.58709999999999
goe562.dat,146.4311,63.7282,82.70289999999999
goe501.dat,144.7924,91.4259,53.36649999999999
goe527.dat,144.7284,87.8916,56.8368
goe692.dat,143.8058,93.5906,50.21520000000001
goe591.dat,143.7169,105.6129,38.10400000000001
goe523.dat,143.1521,135.2817,7.870399999999989
goe525.dat,143.1521,135.2817,7.870399999999989
goe533.dat,140.9463,89.4654,51.480900000000005
goe553.dat,140.3929,87.6544,52.7385
goe610bm.dat,140.3765,77.2318,63.144699999999986
goe496.dat,140.0642,98.412,41.65219999999999
goe462.dat,138.5553,22.1301,116.42519999999999
hq17.dat,138.4764,101.6462,36.83020000000002
goe503.dat,136.8656,72.4102,64.4554
goe502.dat,136.5973,81.3934,55.20389999999999
goe611.dat,136.1311,73.0618,63.0693
goe499.dat,136.0539,106.4785,29.575400000000002
goe549.dat,135.5498,104.2567,31.29310000000001
goe675.dat,134.4616,80.386,54.07560000000001
goe547.dat,134.2439,120.7284,13.515500000000003
goe550.dat,133.6747,84.2437,49.431
goe497.dat,133.6019,94.6821,38.919799999999995
goe478.dat,133.041,96.225,36.816
goe567.dat,132.8574,84.4481,48.409300000000016
goe624.dat,132.7524,91.0966,41.6558
goe592.dat,132.0634,76.6847,55.378699999999995
goe682.dat,130.5778,109.3466,21.2312
goe494.dat,130.4228,75.4708,54.952
goe701.dat,129.1333,86.7182,42.415099999999995
goe535.dat,129.0702,76.1453,52.924899999999994
goe517.dat,128.8643,113.7511,15.113199999999992
goe498.dat,128.6639,83.2717,45.39220000000002
goe654.dat,126.8197,93.5906,33.2291
goe493.dat,126.5556,100.2344,26.321200000000005
goe509.dat,126.3944,86.7182,39.67620000000001
goe596.dat,126.0218,109.3466,16.675200000000004
goe526.dat,125.9891,92.9212,33.067899999999995
hq358.dat,125.9811,128.8728,-2.8917000000000144
hq359.dat,125.3765,117.88,7.4964999999999975
goe479.dat,124.8881,104.5924,20.295699999999997
goe504.dat,124.33,87.8916,36.4384
goe604.dat,123.7033,82.8468,40.8565
goe572.dat,123.0153,67.0298,55.9855
goe615.dat,122.8144,88.4903,34.3241
goe702.dat,120.6962,70.3704,50.3258
hq3510.dat,120.1718,113.3541,6.817700000000002
goe630.dat,118.9848,74.6161,44.368700000000004
goe593.dat,118.5745,102.2865,16.287999999999997
goe655.dat,118.1778,85.6885,32.4893
goe602m.dat,116.8701,109.3466,7.5234999999999985
goe623.dat,116.8087,104.4243,12.3844
goe613.dat,116.2909,99.0121,17.27879999999999
goe477.dat,116.1325,109.4695,6.662999999999997
goe647.dat,115.7389,71.1412,44.5977
hq3010.dat,115.5223,108.0731,7.449200000000005
hq3011.dat,114.9777,108.2532,6.724499999999992
goe626.dat,114.7192,73.3091,41.4101
goe612.dat,114.6712,88.1301,26.5411
hq309.dat,114.4897,116.6102,-2.120500000000007
goe621.dat,114.0592,88.0107,26.048500000000004
goe458.dat,113.7591,123.015,-9.255899999999997
goe602.dat,113.6659,106.3043,7.361599999999996
hs1712.dat,113.5751,73.2265,40.348600000000005
goe625.dat,113.4023,60.3642,53.0381
goe645.dat,113.3367,73.5582,39.778499999999994
goe495.dat,112.9948,119.8375,-6.842700000000008
hq3512.dat,112.7734,106.3043,6.469099999999997
hq3013.dat,112.3091,100.857,11.452100000000002
goe483.dat,112.2378,93.456,18.78179999999999
goe534.dat,111.7697,75.9671,35.8026
hq3012.dat,111.7159,103.0983,8.61760000000001
hq3513.dat,111.2586,103.5916,7.667000000000002
hq308.dat,111.0435,116.4338,-5.3903000000000105
hq3014.dat,110.8525,98.8613,11.991200000000006
goe546.dat,110.7572,110.088,0.6692000000000036
hq3015.dat,109.7044,96.7987,12.90570000000001
goe693.dat,109.6389,98.7111,10.927800000000005
hq3514.dat,109.619,95.2374,14.381600000000006
goe532.dat,109.5831,89.2197,20.3634
goe590.dat,108.5991,108.2532,0.3459000000000003
hq3518.dat,108.2192,85.9771,22.242100000000008
goe585.dat,107.2593,93.5906,13.668700000000001
goe646.dat,106.6356,79.0169,27.61869999999999
goe628.dat,106.6229,73.7252,32.8977
goe673.dat,106.3459,108.6152,-2.269300000000001
goe595.dat,106.112,97.215,8.896999999999991
goe619.dat,105.1409,80.8866,24.2543
goe648.dat,105.1371,78.9209,26.2162
hs1708.dat,104.8431,99.4669,5.376200000000011
goe685.dat,104.6989,76.9572,27.741699999999994
goe629.dat,104.2147,92.1304,12.084299999999999
goe480.dat,103.2209,80.5855,22.635400000000004
goe650.dat,102.6328,87.3009,15.331900000000005
hq2511.dat,100.7095,94.2698,6.439700000000002
goe670.dat,100.636,92.7373,7.898699999999991
goe679.dat,100.5282,75.3502,25.177999999999997
hq258.dat,99.7823,101.2512,-1.4688999999999908
hq2510.dat,99.4153,97.088,2.327300000000008
hq259b.dat,98.9146,93.7257,5.18889999999999
hq2590sm.dat,98.7765,93.7257,5.050799999999995
hs1404.dat,98.3382,105.829,-7.490799999999993
hq2512.dat,98.3083,95.098,3.2103000000000037
hq259.dat,97.7548,100.6292,-2.8743999999999943
goe484.dat,97.1248,90.8418,6.282999999999987
goe632.dat,94.0602,21.7833,72.2769
goe610b.dat,93.0478,81.1899,11.8579
goe566.dat,92.7344,85.0156,7.7187999999999874
goe633.dat,92.4521,83.5932,8.858900000000006
goe507.dat,92.1825,93.5326,-1.3500999999999976
goe565.dat,92.0029,86.3378,5.665099999999995
goe474.dat,91.9276,30.3633,61.5643
hs1606.dat,91.9224,96.4847,-4.562300000000008
hq2010.dat,91.5979,88.0107,3.5871999999999957
goe620.dat,91.1264,79.4033,11.723100000000002
goe564.dat,91.0385,82.531,8.507499999999993
goe627.dat,90.868,71.2192,19.648799999999994
goe614.dat,90.842,69.0978,21.744199999999992
goe464.dat,90.3369,60.7633,29.5736
goe488.dat,90.1722,89.3424,0.8298000000000059
goe600.dat,89.5526,87.3009,2.2516999999999996
goe681.dat,89.3489,77.3237,12.025199999999998
hq2090sm.dat,89.0903,88.0107,1.0795999999999992
hq2195.dat,88.6349,88.7321,-0.09720000000000084
hq2012.dat,86.3881,81.2915,5.096599999999995
goe563.dat,86.25,84.4481,1.8019000000000034
goe476.dat,86.0532,78.8251,7.228099999999998
goe575.dat,84.8899,11.592,73.2979
hq209.dat,84.5292,86.1431,-1.613900000000001
goe506.dat,82.0725,66.413,15.659500000000008
goe676.dat,81.8282,84.5728,-2.7446000000000055
hq1510.dat,81.2265,81.1899,0.03660000000000707
goe57.dat,81.1097,65.8741,15.235600000000005
hq208.dat,81.0426,80.781,0.2615999999999872
goe617.dat,80.3303,79.2096,1.1206999999999994
goe510.dat,79.9148,66.6173,13.2975
goe491.dat,79.4812,74.4861,4.995100000000008
hq1511.dat,79.2932,80.0887,-0.7955000000000041
goe622.dat,78.5659,78.5064,0.059499999999999886
hq1512.dat,78.3724,78.9209,-0.5485000000000042
goe522.dat,78.1998,62.877,15.322799999999994
hs1620.dat,76.2353,65.1473,11.087999999999994
goe548.dat,76.1287,77.293,-1.1643000000000114
hq159.dat,75.8211,76.306,-0.4848999999999961
goe512.dat,74.189,65.2128,8.976199999999992
goe677.dat,73.6299,81.3934,-7.763499999999993
goe492.dat,73.4891,106.0823,-32.59320000000001
hq158.dat,70.6372,70.913,-0.2757999999999896
goe683.dat,70.5931,64.8223,5.770800000000008
hq159b.dat,70.1231,69.9662,0.15689999999999316
hq1585.dat,68.866,69.9913,-1.1252999999999957
goe530.dat,68.6649,70.2293,-1.564399999999992
goe587.dat,68.0498,70.1424,-2.0925999999999902
goe481a.dat,66.2044,59.8635,6.340900000000005
goe55.dat,65.818,65.6743,0.1436999999999955
goe481.dat,64.1794,27.781,36.3984
goe511.dat,64.1684,53.9916,10.176800000000007
goe599.dat,64.1131,64.3726,-0.25950000000000273
goe490.dat,62.1658,97.672,-35.5062
goe601.dat,60.3579,74.7433,-14.385400000000004
goe514.dat,57.0082,53.9468,3.061399999999999
hsnlf213.dat,56.4895,58.4626,-1.9731000000000023
goe513.dat,54.9792,63.306,-8.326799999999999
goe505.dat,53.7791,67.9413,-14.162199999999999
goe559.dat,50.0762,41.7418,8.334400000000002
goe518.dat,47.707,46.4811,1.2259000000000029
goe561.dat,46.3775,38.4331,7.944399999999995
goe703.dat,45.4522,65.608,-20.155800000000006
ht12.dat,45.399,49.8863,-4.487299999999998
goe571.dat,45.2077,37.5662,7.641500000000001
ht05.dat,44.712,50.5856,-5.873599999999996
ht08.dat,44.4464,48.4354,-3.9890000000000043
goe515.dat,44.2338,97.5878,-53.354
goe598.dat,42.9758,44.3144,-1.3385999999999996
goe802b.dat,367.1732,151.0509,216.1223
goe804.dat,233.2174,161.7076,71.50979999999998
goe801.dat,193.5204,193.5204,0.0
goe802.dat,193.5204,193.5204,0.0
gu255118.dat,152.433,80.386,72.047
goe803h.dat,150.4523,82.3469,68.1054
goe758.dat,143.1907,104.0896,39.10109999999999
gs1.dat,135.3854,87.8916,47.49380000000001
goe723.dat,132.5328,95.3772,37.15560000000001
goe797.dat,130.7553,84.2176,46.5377
hor12.dat,128.5877,80.6856,47.90210000000002
goe798.dat,123.4237,69.6909,53.7328
goe746.dat,123.2949,96.9098,26.385099999999994
goe711.dat,122.6539,62.9379,59.715999999999994
hobiesm.dat,122.3945,116.4013,5.993199999999987
goe777.dat,114.9819,78.2553,36.72659999999999
goe796.dat,112.6891,108.2532,4.4358999999999895
goe769.dat,109.9789,85.8017,24.1772
goe802a.dat,109.3197,51.3048,58.0149
goe795sm.dat,97.7941,98.4554,-0.6612999999999971
goe770.dat,97.4641,75.8784,21.585700000000003
hor20.dat,96.3772,69.7657,26.611500000000007
goe741.dat,95.2356,86.7182,8.51740000000001
hor07.dat,92.0129,74.3157,17.697199999999995
goe735.dat,82.0347,72.0887,9.945999999999998
goe795.dat,80.333,81.9108,-1.5777999999999963
goe744.dat,79.6651,69.0243,10.640799999999999
goe738.dat,76.8981,82.01,-5.111900000000006
goe767.dat,76.7471,81.4955,-4.748400000000004
hobie.dat,74.6859,88.5675,-13.881599999999992
hq1010.dat,72.2836,73.392,-1.108399999999989
goe766.dat,70.5516,79.6956,-9.144000000000005
hq1012.dat,69.6714,76.2346,-6.563199999999995
hh02.dat,68.9535,79.4033,-10.449799999999996
hq109.dat,67.6716,70.3704,-2.6988000000000056
goe704.dat,64.7322,71.8495,-7.1173
hq108.dat,63.607,64.2173,-0.6102999999999952
hor04.dat,62.1365,61.6242,0.5122999999999962
hq09.dat,48.2334,52.144,-3.910599999999995
hq010.dat,46.4121,62.8162,-16.4041
hs1430.dat,20.2938,25.3421,-5.048299999999998
goe570.dat,13.4225,16.0675,-2.6449999999999996
ist-mt1-15.dat,231.4245,145.669,85.75549999999998
ist-mt1-12.dat,218.0804,139.9136,78.1668
ist-mt1-18.dat,206.5709,133.7244,72.84649999999999
lrn1015.dat,166.5323,106.4785,60.053799999999995
ist-mt1-21.dat,161.5053,85.6293,75.876
ist-mt1-24.dat,147.6599,69.0938,78.56609999999999
jn153.dat,146.276,66.4876,79.78840000000001
la5055.dat,142.0685,73.392,68.6765
k3311sm.dat,132.0259,107.7339,24.292
k3311.dat,130.3577,109.7161,20.641599999999997
l7769.dat,117.2525,61.1517,56.1008
isa962.dat,114.3327,77.6008,36.731899999999996
legionair140_sm.dat,113.8232,99.4669,14.356300000000005
isa571.dat,110.3826,92.2612,18.121399999999994
l188tip.dat,105.737,111.6012,-5.864200000000011
kc135winglet.dat,98.335,95.7805,2.5544999999999902
ls413.dat,97.9115,98.1423,-0.23080000000000211
isa961.dat,96.2243,70.8309,25.3934
lds2.dat,87.4529,86.5162,0.9367000000000019
l188root.dat,86.8964,87.674,-0.7776000000000067
kc135d.dat,85.8251,86.7086,-0.883499999999998
lnv109a.dat,84.7619,66.9607,17.801199999999994
k3.dat,77.6322,77.9831,-0.35089999999999577
l1003.dat,77.5299,52.5926,24.9373
isa960.dat,77.0589,58.9936,18.065299999999993
kc135c.dat,77.0034,77.9735,-0.9701000000000022
jx-gs-15.dat,76.8659,77.0681,-0.20220000000000482
jx-gs-06.dat,76.4787,79.1132,-2.6345000000000027
jx-gs-10.dat,75.6345,76.9572,-1.3226999999999975
jx-gs-04.dat,75.0389,79.2096,-4.1706999999999965
kc135b.dat,74.3394,78.3497,-4.010300000000001
k1.dat,73.1072,66.7543,6.352900000000005
lg10sc.dat,71.2937,76.0561,-4.7623999999999995
la2573a.dat,66.7148,87.7728,-21.058000000000007
kc135a.dat,66.325,84.6831,-18.358099999999993
ht23.dat,65.4756,71.2974,-5.821799999999996
ht22.dat,61.3241,67.2457,-5.921599999999998
joukowsk.dat,55.3451,71.2974,-15.952299999999994
ht14.dat,53.3805,67.1685,-13.787999999999997
k2.dat,52.1941,55.1843,-2.9902000000000015
ht13.dat,51.311,62.5741,-11.263100000000001
ht34.dat,48.7494,57.0005,-8.251100000000001
ht33.dat,47.1498,53.7798,-6.630000000000003
ls013.dat,45.7735,58.7269,-12.953400000000002
j5012.dat,44.5244,61.045,-16.5206
ht21.dat,43.2438,48.6038,-5.359999999999999
m21.dat,123.0144,72.9797,50.0347
m15.dat,120.6643,94.5443,26.11999999999999
m14.dat,118.5884,104.8073,13.781099999999995
m17.dat,116.6267,104.4243,12.202399999999997
ma409sm.dat,115.9006,117.3671,-1.4664999999999964
ls421mod.dat,110.6156,74.9157,35.6999
ls421.dat,109.2053,88.9752,20.230099999999993
m24.dat,106.0461,72.7345,33.3116
m18.dat,105.0335,87.1838,17.8497
mh102.dat,104.2998,84.6831,19.61670000000001
ls413mod.dat,101.4058,87.8916,13.514200000000002
ls417.dat,100.9428,96.6546,4.288200000000003
ls417mod.dat,100.3055,68.5147,31.79079999999999
marske7.dat,100.0412,104.5924,-4.551199999999994
m13.dat,98.1128,81.7005,16.412299999999988
mb253515sm.dat,95.5195,94.5443,0.9751999999999867
m9.dat,94.0612,71.2192,22.842
ma409.dat,93.6464,93.5192,0.12720000000000198
m8.dat,91.1712,57.8717,33.2995
m12.dat,86.4467,86.4872,-0.04049999999999443
m11.dat,81.7871,81.6744,0.11269999999998959
mh104.dat,78.6843,87.5363,-8.852000000000004
m6.dat,78.5215,84.6831,-6.161599999999993
m685.dat,71.8146,72.3699,-0.5553000000000026
m5.dat,71.4937,71.689,-0.19529999999998893
marske1.dat,65.3103,2.5076,62.8027
m10.dat,64.3419,67.238,-2.896100000000004
m4.dat,63.683,65.2128,-1.5298000000000016
m665.dat,63.1082,65.344,-2.2357999999999976
marske4.dat,58.9839,71.6118,-12.627900000000004
marske3.dat,56.7896,72.7345,-15.944899999999997
marske2.dat,55.1565,70.9857,-15.829199999999993
lwk79100.dat,53.5479,64.5004,-10.9525
marske5.dat,53.3902,66.5491,-13.158899999999996
m1.dat,45.353,51.8752,-6.522199999999998
m2.dat,43.5942,57.2263,-13.632100000000001
m3.dat,42.1418,58.8866,-16.744799999999998
m26.dat,39.8829,46.7309,-6.847999999999999
lwk80120k25.dat,37.6858,56.0897,-18.4039
m19.dat,17.2302,55.4547,-38.224500000000006
m25.dat,13.5675,384.3308,-370.7633
m23.dat,11.5861,11.5861,0.0
m16.dat,10.3268,99.7725,-89.44569999999999
m22.dat,8.8789,75.6134,-66.7345
mh114.dat,186.5515,125.8873,60.66420000000001
mh112.dat,178.6925,117.7335,60.95899999999999
mh113.dat,178.3371,118.3943,59.94279999999999
mh115.dat,176.2996,105.7849,70.5147
mh116.dat,151.425,128.6176,22.8074
mh38.dat,148.3219,124.9075,23.4144
mh122.dat,143.8346,131.7483,12.086299999999994
mh18.dat,110.9364,113.1566,-2.2201999999999913
mh201.dat,109.2496,101.329,7.920600000000007
mh200.dat,101.9912,102.772,-0.7807999999999993
mh83.dat,123.8732,89.9611,33.912099999999995
mh84.dat,120.3137,76.4951,43.8186
mh121.dat,115.6361,116.2619,-0.6257999999999981
mh70.dat,108.0236,99.1632,8.860399999999998
mh117.dat,105.9617,105.7849,0.17680000000000007
mh32.dat,97.8637,96.511,1.3526999999999987
mh82.dat,97.4071,86.8341,10.572999999999993
mh120.dat,92.2133,101.0441,-8.830799999999996
mh81.dat,91.7678,86.2575,5.510300000000001
mh42.dat,88.0439,87.9366,0.10729999999999507
mh20.dat,84.8816,87.6097,-2.7280999999999977
mh60.dat,83.0367,88.0107,-4.974000000000004
mh44.dat,81.874,84.6831,-2.809100000000001
mh61.dat,81.4933,84.0261,-2.5327999999999946
mh43.dat,81.277,81.6744,-0.39740000000000464
mh126.dat,80.2211,67.0991,13.122
mh62.dat,79.9533,84.5728,-4.619500000000002
mh80.dat,79.6075,83.3786,-3.771100000000004
mh30.dat,77.8519,78.6124,-0.7604999999999933
mh64.dat,76.4868,79.7935,-3.306699999999992
mh23.dat,69.0646,69.8408,-0.7762000000000029
mh33.dat,65.9222,68.805,-2.882800000000003
mh22.dat,65.0096,65.7889,-0.7792999999999921
mh24.dat,61.2371,64.887,-3.6499000000000024
mh25.dat,61.2125,64.5004,-3.2879000000000005
mh26.dat,59.4498,61.7933,-2.343499999999999
mh91.dat,56.6251,75.7015,-19.076399999999992
mh27.dat,52.0131,58.0446,-6.031500000000001
mh78.dat,50.0648,71.3757,-21.310899999999997
griffith30SymSuction.dat,10.0473,12.7527,-2.705400000000001
ua79sfm.dat,312.1697,255.7162,56.45349999999999
nlf1015.dat,195.8386,105.3074,90.53120000000001
n1h15.dat,164.5075,54.0962,110.41129999999998
nlf0215f.dat,156.9833,84.1346,72.84870000000001
n22.dat,137.7498,95.8564,41.8934
n11h9.dat,134.4419,108.2532,26.188699999999997
nn7mk20.dat,132.7443,92.6561,40.088200000000015
n11.dat,132.717,101.8055,30.911500000000018
n24.dat,129.9367,77.0485,52.8882
n10.dat,124.0193,88.1301,35.8892
miley.dat,123.2885,87.4184,35.870099999999994
mrc-16.dat,122.016,99.4669,22.54910000000001
n642415.dat,119.2844,97.3792,21.905200000000008
n63415.dat,117.2408,97.088,20.1528
mue139.dat,116.9714,68.0612,48.9102
nlf416.dat,116.9697,79.5005,37.4692
oaf095.dat,115.7166,97.672,18.044600000000003
mrc-20.dat,110.6701,97.088,13.582100000000011
nlf415.dat,109.8654,102.9349,6.930499999999995
n63412.dat,105.1221,101.6462,3.47590000000001
n6409.dat,99.8642,94.1332,5.7309999999999945
n2415.dat,92.1846,87.0669,5.117699999999999
n63215.dat,87.0321,87.0669,-0.03480000000000416
ms313.dat,82.4858,67.4475,15.038299999999992
n2414.dat,82.114,88.8535,-6.7394999999999925
ms317.dat,78.9499,65.4757,13.474199999999996
n63212.dat,72.1972,72.7321,-0.5349000000000075
n64212ma.dat,69.9584,61.859,8.099399999999996
n64212mb.dat,68.349,69.2451,-0.8960999999999899
n63215b.dat,66.8431,66.3452,0.49790000000000134
mh94.dat,65.6053,66.6173,-1.0120000000000005
mh95.dat,64.9723,69.1714,-4.199100000000001
n5h15.dat,63.5764,81.2915,-17.7151
n5h20.dat,63.4757,65.0821,-1.6063999999999936
n64212.dat,63.3995,69.7625,-6.3629999999999995
mi-vawt1.dat,55.8323,59.9187,-4.086400000000005
n63210.dat,55.4904,55.8656,-0.37519999999999953
n0009sm.dat,53.7669,66.008,-12.241099999999996
n63015a.dat,51.5089,60.085,-8.576100000000004
n5h10.dat,49.8898,60.1407,-10.250900000000001
n0012.dat,49.604,65.7408,-16.136799999999994
n64015.dat,48.9549,56.5783,-7.623399999999997
n64108.dat,48.4702,51.0603,-2.5900999999999996
n2h15.dat,47.648,88.4903,-40.8423
n64015a.dat,46.9523,57.378,-10.425699999999999
n13.dat,45.3382,60.5895,-15.2513
n63012a.dat,43.9595,57.2768,-13.317300000000003
n64110.dat,43.4892,58.568,-15.078800000000001
n63010a.dat,43.2623,52.3178,-9.055499999999995
n64012.dat,43.2021,56.0897,-12.887599999999999
n64012a.dat,42.1983,54.6733,-12.474999999999994
n14.dat,41.3368,57.9928,-16.656000000000006
